tytul;powierzchnia;l_pokoi;pietro;rok_budowy;cena;miejsce;Ulica
Do zamieszkania-Zajezdnia Wrzeszcz, 3 pokoje, Gdańsk, Grudziądzka;60.9;3;6;2019;749000;Gdańsk Wrzeszcz; Grudziądzka
2 niezależne pok. na Przymorzu. Gotowiec;38.0;2;2;NaN;429000;Gdańsk Przymorze; Chłopska
Mieszkanie w przedwojennej kamienicy po remoncie!;73.4;3;1;1909;550000;Gdańsk Wrzeszcz;
Apartament 33,3m2 | Riverview;33.3;1;1;2020;495000;Gdańsk Długie Ogrody; Angielska Grobla
Mieszkanie - Gdańsk Jasień;64.1;3;1;2015;500000;Gdańsk Szadółki; Potęgowska
Mieszkanie - Gdańsk Przymorze;51.3;3;11;2017;720000;Gdańsk Przymorze;
Nowa niższa cena! Apartament Wrzeszcz;106.0;4;4;2007;1099000;Gdańsk Wrzeszcz; Hugo Kołłątaja
Na Sprzedaż Piękne mieszkanie w Osowej z dodatkami;59.0;2;2;2009;499900;Gdańsk Osowa; Międzygwiezdna
Na Sprzedaż Piękne mieszkanie w Osowej z dodatkami;59.0;2;2;2009;499900;Gdańsk Osowa; Międzygwiezdna
Świetnie zlokalizowana kawalerka w centrum - Zaspa;31.0;1;5;2007;360000;Gdańsk Zaspa; Skarżyńskiego
Mieszkanie - Gdańsk Oliwa;61.4;3;2;NaN;1399000;Gdańsk Oliwa; Opacka
Os. Gardenia/ 3 POKOJE/ UMEBLOWANE/ BLISKO TRAMWAJ;56.4;3;2;2011;510000;Gdańsk Jasień; Kartuska
Gdańsk Chełm 3 pok, 63,5m2, 2 piętro!!!;63.5;3;2;1992;489000;Gdańsk Chełm; Zamiejska
2 poziomy/ umeblowane/ przy alei havla;54.0;2;4;2001;499000;Gdańsk Ujeścisko; Przemyska
Apartament nad samym morzem - Neptun Park;78.5;3;3;2009;1530750;Gdańsk Jelitkowo; Wypoczynkowa
GOTOWIEC W NOWYM PORCIE;43.57;2;0;NaN;374000;Gdańsk Nowy Port; Na Zaspę
Mieszkanie Gdańsk 60m2;60.0;2;1;1965;498000;Gdańsk Wrzeszcz; Bolesława Chrobrego
Penthouse w Śródmieściu z tarasem 77 m2;87.56;4;5;2018;1230000;Gdańsk Śródmieście;
Jasne mieszkanie 2-pok;44.3;2;1;1920;279000;Gdańsk Orunia Dolna; Związkowa
Komfortowe mieszkanie na Jasieniu;39.0;2;1;2015;390000;Gdańsk Szadółki; Lawendowe Wzgórze
Gdańsk Stare Miasto - komfortowy apartament;32.0;2;3;NaN;499000;Gdańsk Śródmieście; Złotników
Słoneczne mieszkanie- 3 oddzielne pokoje;57.54;3;6;2021;695000;Gdańsk Długie Ogrody; Św. Barbary
Kawalerka w Oliwie;27.0;1;0;1907;279000;Gdańsk Oliwa; Józefa Czyżewskiego 26
2pokoje z halą w cenie/ winda/ 58m2;58.0;2;2;2009;500000;Gdańsk Osowa; Międzygwiezdna
NIETUZINKOWA KAWALERKA W SAMYM SERCU OLIWY!!;31.55;1;1;1980;350000;Gdańsk Oliwa; Polanki
Dwa niezależne apartamenty inwestycyjne, 14% ROI.;65.0;3;1;2014;849000;Gdańsk Stare Przedmieście; Toruńska
Stylowe mieszkanie na Osowej;58.6;2;2;NaN;500000;Gdańsk Osowa;
Perełka inwestycyjna Gdańsk Śródmieście;28.080;1;0;NaN;269000;Gdańsk Śródmieście;
Żabianka. Mieszkanie w świetnej lokalizacji;54.0;3;2;NaN;495000;Gdańsk Żabianka; Szyprów
Nietuzinkowe mieszkanie po generalnym remoncie;86.97;3;1;1930;559000;Gdańsk Nowy Port; Ks. Mariana Góreckiego
Dwu pokojowe Mieszkanie, na Siedlcach;49.0;2;4;1981;420000;Gdańsk Siedlce; Lecha Bądkowskiego
INPRO/ 2 POKOJE/ DUŻA KOMÓRKA I OGRÓDEK;39.2;2;0;2011;349000;Gdańsk Szadółki; Morelowa
2 POKOJE/ GARNIZON/ WYSOKI STANDARD/ OGRÓDEK;48.0;2;0;2019;681000;Gdańsk Wrzeszcz; Bolesława Leśmiana
4-pokojowe mieszkanie z widokiem na Motławę!!;86.6;4;1;1955;1240000;Gdańsk Śródmieście; Powroźnicza
Inwestycja 82 m2 podzielone na 2 mieszkania Dekpol;81.09;4;0;2019;799900;Gdańsk Morena;
Dwupokojowe w ścisłym centrum Śródmieścia;48.0;2;2;1950;576000;Gdańsk Śródmieście; Jana Heweliusza
Przytulne ,ładne i bardzo ustawne mieszkanie;62.0;3;2;1992;444000;Gdańsk Osowa; Wodnika
3-pokojowe mieszkanie w pasie nadmorskim, Brzeźno;54.2;3;0;NaN;405000;Gdańsk Brzeźno; Dworska
2 pok po remoncie ZASPA;49.0;2;7;1975;440000;Gdańsk Zaspa; Dywizjonu 303
2 - poziomowe, słoneczne, chełm;112.0;5;2;1990;649000;Gdańsk Chełm; Lotników Polskich
2pokoje Przymorze. Potencjał inwestycyjny;46.3;2;5;NaN;399000;Gdańsk Przymorze; Obrońców Wybrzeża
Centrum Gdańska 4 pokoje 97,27 m2 z balkonem;97.27;4;2;1912;820000;Gdańsk Długie Ogrody; Mariana Seredyńskiego
2-POKOJOWE MIESZKANIE Z OGRÓDKIEM GARIZON;47.81;2;0;2020;696000;Gdańsk Wrzeszcz; Bolesława Leśmiana
2 Pokojowe Mieszkanie Po Generalnym Remoncie !!;31.0;2;5;NaN;325000;Gdańsk Przymorze; Obrońców Wybrzeża
Mieszkanie Gdańsk 52m2;52.0;2;7;2008;545000;Gdańsk Suchanino; Noskowskiego
Mieszkanie 3-pok. Gdańsk Oliwa - perełka!;92.22;3;2;1906;620000;Gdańsk Oliwa; Pomorska
Duże mieszkanie 3 pokojowe - UMEBLOWANIE W CENIE !;62.84;3;2;1965;565000;Gdańsk Wrzeszcz; Partyzantów
Mieszkanie Gdańsk Orunia  45 m2;45.0;2;1;NaN;285000;Gdańsk Orunia;
Apartament w najbardziej pożądanej lokalizacji!;76.37;4;3;2014;939000;Gdańsk Zaspa;
Zamieszkaj w kamienicy nieopodal Starego Miasta;73.5;4;1;1903;619000;Gdańsk Śródmieście; Kotwiczników
Gdańsk Zaspa Po Remoncie 2 pokoje;31.0;2;4;1970;330000;Gdańsk Zaspa;
Zamieszkaj w samym sercu Gdańska!;90.0;3;2;1931;749000;Gdańsk Długie Ogrody; Jana Dziewanowskiego
Zamieszkaj z rodziną nieopodal plaży;75.2;4;2;1993;699000;Gdańsk Zaspa; Jana Pawła Ii
2 pokojowe mieszkanie w Gdańsku Zaspa blisko plaży;55.4;2;1;1996;536000;Gdańsk Zaspa; Jana Pawła Ii
Centrum Gdańsk Wrzeszcza - 2 pokoje!;33.7;2;0;1955;379000;Gdańsk Wrzeszcz; Stanisława Wyspiańskiego
Luksusowy apartament | blisko morza;65.06;3;1;2019;780720;Gdańsk Brzeźno; Gen. Józefa Hallera
Jasień ul. Jasińskiego 1/2 pokoje + ogródek Prowizja 0%;38.2;2;0;2020;289000;Gdańsk Jasień; Jasińskiego 63
Luksusowy apartament | świetna lokalizacja;57.96;3;1;2019;695520;Gdańsk Brzeźno; Gen. Józefa Hallera
Mieszkanie 2 pokoje, Orunia Górna;63.1;3;2;1990;385000;Gdańsk Orunia Górna; Uranowa
Apartament w centrum Gdańska;56.79;3;3;2018;720000;Gdańsk Długie Ogrody; Długa Grobla
Mieszkanie 2 pokoje, Gdańsk Ujeścisko;49.3;2;3;2002;379000;Gdańsk Ujeścisko; Częstochowska
Mieszkanie na Przymorzu - blisko morza;30.0;1;1;1970;289000;Gdańsk Przymorze; Chłopska
Elegancki apartament z ogródkiem;33.65;2;1;2020;550000;Gdańsk Letnica; Sucha
Kawalerka Gdańsk Zaspa-Osiedle zamknięte;31.0;1;5;2007;360000;Gdańsk Zaspa; Stanisława Skarżyńskiego
Nietuzinkowy, panoramiczny widok na miasto!;84.38;3;12;2013;1100000;Gdańsk Wrzeszcz; Partyzantów
2 pokoje, nowe mieszkanie, atrakcyjna cena;46.22;2;3;2019;385000;Gdańsk Łostowice; Niepołomicka
KAWALERKA / RIVERVIEW / WYSOKI STANDARD;33.3;1;3;2019;495000;Gdańsk Długie Ogrody; Angielska Grobla
Kawalerka, Gdańsk Ujeścisko;32.0;1;1;2009;284000;Gdańsk Ujeścisko; Częstochowska
Kawalerka Gdańsk Wrzeszcz;25.0;1;4;1970;278900;GDAŃSK Wrzeszcz; Mickiewicza
Mieszkanie, 2 pokoje, Gdańsk Przymorze;44.5;2;2;1077;429000;Gdańsk Przymorze; Lęborska
Przestronny apartament w centrum Gdańska;54.0;2;0;NaN;690000;Gdańsk Stare Przedmieście; Lastadia
Gdańsk Śródmieście Toruńska;48.29;2;5;2020;726494;Gdańsk Śródmieście; Toruńska
świetna lokalizacja, znakomita cena;63.9;3;3;1994;399900;Gdańsk Jasień; Pólnicy
3 pokojowe mieszkanie na Osiedlu Cztery Pory Roku;64.8;3;0;2004;449000;Gdańsk Łostowice; Olimpijska
Komfortowy Apartament Rezydencja Marina Jelitkowo;85.0;3;1;2011;1350000;Gdańsk Przymorze; Czarny Dwór
Komfortowe, dwupokojowe - Gdańsk;50.0;2;3;2012;469000;Gdańsk Zakoniczyn; Konrada Guderskiego
Świetne warunki dla rodziny, 120m2 w Gdańsku;86.22;5;3;2011;599000;Gdańsk Łostowice;
Mieszkanie z ogrodem 340m2;88.0;4;0;2009;999000;Gdańsk Morena; Myśliwska
3 pokoje z tarasem i widokiem na zieleń i jezioro!;63.2;3;1;2011;539000;Gdańsk Jasień; Życzliwa
Okazja! Kawalerka/ Zaspa blisko SKM i UG;31.0;1;1;1975;299000;Gdańsk Zaspa; Pilotów
Mieszkanie - Gdańsk Morena;48.9;2;1;1980;418000;Gdańsk Morena; Warneńska
2 Pokoje/Żabianka/Blisko morza i SKM;37.4;2;4;1975;380000;Gdańsk Żabianka; Pomorska
Dwu pokojowe mieszkanie idealne na Wynajem;38.0;2;4;1970;399000;Gdańsk Przymorze; Jagiellońska
Mieszkanie dla rodziny lub inwestycyjnie.;83.0;3;3;1960;669000;Gdańsk Śródmieście; Brygidki
Okazja!Riverview-mieszkanie gotowe do wprowadzenia;33.3;1;3;2019;495000;Gdańsk Długie Ogrody; Angielska Grobla
Słoneczne mieszkanie z ogródkiem 30 m2;39.82;2;0;2010;435000;Gdańsk Morena; Myśliwska
2 pokoje z pięknym widokiem;38.0;2;10;1978;369000;Gdańsk Przymorze; Obrońców Wybrzeża
Ekskluzywne 2 pokoje na Toruńskiej na sprzedaż;61.0;2;6;2016;820000;Gdańsk Stare Przedmieście; Toruńska
Mieszkanie 3 pokojowe 59,60m2 0  2 balkony OTBS - partycypacja !;59.6;3;0;NaN;140000;Gdańsk Rębowo; Czermińskiego
Śródmieście kawalerka- inwestycja OLD NOVA;31.080;1;0;2018;519000;Gdańsk Śródmieście; Panieńska
Mieszkanie - Gdańsk Wrzeszcz Górny, 649 000 zł;81.37;3;3;1920;649000;Gdańsk Wrzeszcz; Ludwika Waryńskiego
Apartament gotowy do odbioru - angielska grobla!;89.61;4;5;2017;950000;Gdańsk Długie Ogrody; Szafarnia
Piękne mieszkanie 3 POK! żabianka 1,5 km od morza;66.7;3;2;1980;630000;Gdańsk Żabianka; Pomorska
Mieszkanie - Gdańsk Chełm;27.010;1;0;2006;259000;Gdańsk Ujeścisko; Nieborowska
Mieszkanie - Gdańsk Stogi, 289 000 zł;35.44;1;0;1997;289000;Gdańsk Stogi;
Piękne mieszkanie, 3 pok. balkon, centrum Gdańska!;65.12;3;2;1960;689000;Gdańsk Śródmieście; Kartuska
3 pokoje we Wrzeszczu;93.57;3;1;1924;780000;Gdańsk Wrzeszcz; Gen. Józefa Fiszera
2 pokoje blisko morza!;46.0;2;5;1970;389000;Gdańsk Przymorze; Piastowska
Super inwestycja ROI 7,27% - blisko Starego Miasta;56.12;5;6;1984;495000;Gdańsk Siedlce; Szara
OSIEDLE 2012 ROKU/ 3 POKOJE/ OSIEDLE KLIMATY;63.0;3;3;2012;579000;Gdańsk Jasień; Myśliwskie Wzgórze
Gdańsk Wrzeszcz Wrzeszcz;50.0;2;0;2020;710500;Gdańsk Wrzeszcz; Wrzeszcz
Stan idealny - widok na motławę;60.0;3;2;2009;839900;Gdańsk Stare Przedmieście; Toruńska
Inwestycja gdańsk, apartament z najemcą;53.5;2;1;2018;615000;Gdańsk Długie Ogrody; Św. Barbary
Apartament inwestycyjny Gdańsk Starówka;53.5;2;2;NaN;615000;Gdańsk Długie Ogrody; Św. Barbary
3 Pokoje Przymorze! Blisko UG! Pewny wynajem !;48.0;3;1;1970;460000;Gdańsk Przymorze;
Piastowska66_58m2_3-pok. osobne;58.0;3;0;1956;495000;Gdańsk Oliwa; Piastowska
Sprzedam mieszkanie 51 m2 Gdańsk Morena Os. Trzy dęby;51.0;2;1;2005;550000;Gdańsk ;Piekarnicza 23 lok 8
Chełm, przytulne 2 pokoje z dużym tarasem;43.6;2;0;2012;399000;Gdańsk Ujeścisko; Łańcucka
Nowe, 2 pok mieszkanie w zielonej dzielnicy Jasień;40.95;2;4;2020;350000;Gdańsk Szadółki; Lawendowe Wzgórze
Gdańsk Oliwa Obrońców Westerplatte;63.5;3;3;1901;569000;Gdańsk Oliwa; Obrońców Westerplatte
Gdańsk, Śródmieście, Świetna inwestycja;40.6;2;5;NaN;435000;Gdańsk Długie Ogrody; Długie Ogrody
Słoneczne mieszkanie na Brzeźnie;35.3;2;4;NaN;385000;Gdańsk Brzeźno; Gen. Józefa Hallera
Spacerem po starówce Gdańska;52.0;2;1;1962;572000;Gdańsk Śródmieście;
Apartament dla konesera;140.0;3;5;2019;1560000;Gdańsk Stare Przedmieście; Kotwiczników
Super mieszkanie na Przymorzu;38.0;2;0;1976;399000;Gdańsk Przymorze; Obrońców Wybrzeża
Mieszkanie - Gdańsk Borkowo;75.0;4;0;2015;609000;Gdańsk Strzyża; Żeglarska
2 pokoje Jasień ! Miejsce parkingowe!;39.6;2;1;2015;410000;Gdańsk Jasień;
Komfortowy apartament - Zajezdnia Wrzeszcz;75.54;3;2;2018;1100000;Gdańsk Wrzeszcz; Grudziądzka
Urządzone z ogrodem, 3 pokoje, Gdańsk-Przymorze, bez prowizji;68.21;3;0;2017;860000;Gdańsk Przymorze; Beniowskiego
Os. GARNIZON/ 2 POKOJE/ STYL SKANDYNAWSKI;50.66;2;3;2017;700000;Gdańsk Wrzeszcz; Cypriana Kamila Norwida
Dwupokojowe ustawne Gd. Morena, duża loggia!;49.0;2;1;1987;429000;Gdańsk Morena; Związku Jaszczurczego
Mieszkanie Gdańsk 45m2;45.0;2;2;1950;410000;Gdańsk Wrzeszcz; Zbyszka Z Bogdańca
Mieszkanie - Gdańsk Orunia;40.5;2;0;1925;220000;Gdańsk Orunia; Trakt Św. Wojciecha
3 pokoje z balkonem i miejscem w hali, przymorze;69.48;3;3;2007;835000;Gdańsk Przymorze; Gen. Bora-Komorowskiego
Mieszkanie na sprzedaż z widokiem na Wisłę;71.0;3;1;NaN;290000;Gdańsk Śródmieście; Świbnieńska
Wyjątkowe dwa pokoje w samym sercu Starego Miasta;42.0;2;4;1968;569000;Gdańsk Śródmieście; Grobla I
Atrakcyjne mieszkanie-w trakcie remontu;65.59;4;1;1960;539000;Gdańsk Wrzeszcz; Gen. Józefa Hallera
Mieszkanie po remoncie przymorze;50.0;3;0;1980;479000;Gdańsk Przymorze; Śląska
2 pokoje w idealnej lokalizacji!;43.0;2;4;2019;749000;Gdańsk Długie Ogrody; Długie Ogrody
Przytulne 2 pokoje w centrum miasta;45.0;2;2;1930;439000;Gdańsk Wrzeszcz; Juliana Niemcewicza
200 m ogrodu, PKM, na biuro, blisko obwodnicy,;58.56;2;1;1945;389000;Gdańsk Niedźwiednik; Juliusza Słowackiego
Mieszkanie - Gdańsk Wrzeszcz;114.0;5;0;1950;1150000;Gdańsk Wrzeszcz; Gen. Józefa Hallera
Słoneczne mieszkanie na Zaspie;42.4;2;8;1974;408000;Gdańsk Zaspa; Pilotów
Gdańsk Wrzeszcz ,lokalizacja ma znaczenie!;58.8;3;1;1905;485000;Gdańsk Wrzeszcz; Gen. De Gaulle'a
Inwestycja zaspa blisko plaży, okazja;48.2;3;0;1982;425000;Gdańsk Zaspa;
Mieszkanie z pieknym widokiem;84.6;3;3;2012;1100000;Gdańsk Suchanino; Taborowa
Apartament w Kamienicy 160 m2;159.0;4;2;NaN;1750000;Gdańsk Aniołki; Juliana Tuwima
Mieszkanie - Gdańsk Jelitkowo;60.0;2;3;2012;1250000;Gdańsk Jelitkowo; Wypoczynkowa
Kawalerka 30 m2 na Przymorzu Chłopska;30.0;1;0;1973;350000;Gdańsk Przymorze; Chłopska 34
Mieszkanie - Gdańsk Przymorze;84.5;3;2;2001;1030000;Gdańsk Przymorze; Jelitkowski Dwór
Riverview - prestiżowa inwestycja;33.3;1;3;2019;495000;Gdańsk Długie Ogrody; Angielska Grobla
Trzypokojowe w centrum Przymorza. Blisko SKM;58.0;3;0;1960;495000;Gdańsk Przymorze; Piastowska
2 pokoje blisko SKM i UG;42.4;2;8;NaN;408000;Gdańsk Zaspa; Pilotów
Mieszkanie - Gdańsk Kokoszki;49.65;2;0;NaN;325000;Gdańsk Kokoszki; Osiedlowa
Gdańsk Zaspa - Mieszkanie 50 m2;50.0;2;6;1979;429000;Gdańsk Zaspa;
Słoneczna,przestrzenna KAWALERKA-dobra komunikacja;28.040;1;0;2002;285000;Gdańsk Ujeścisko; Częstochowska
Nowoczesna przestrzeń w samym sercu Gdańska!;31.080;1;0;2018;519000;Gdańsk Śródmieście; Panieńska
Mieszkanie/Lokal;22.82;1;1;2019;450000;Gdańsk Śródmieście; Chmielna
Mieszkanie - Gdańsk Matarnia;54.4;3;3;1998;399000;Gdańsk Matarnia - Rębiechowo; Elewów
Niedźwiednik. Przestronne 3-4 pokojowe Widok na PA;67.0;3;3;1985;525000;Gdańsk Niedźwiednik; Leśna Góra
Sprzedam mieszkanie w centrum Gdanska;38.6;2;4;1964;320000;Gdańsk;ul. Kamienna Grobla 9
2 pokoje z balkonem i oddzielną kuchnią;43.0;2;4;1975;399000;Gdańsk Przymorze; Kołobrzeska
Świetna lokalizacja, no i ta cena;96.0;3;3;1930;740000;Gdańsk Wrzeszcz; Stanisława Wyspiańskiego
Gdańsk Żabianka-3-pok ul.Orłowska;48.0;3;1;1975;459000;Gdańsk Żabianka; Orłowska
Trzypokojowy apartament z widokiem na Morze;56.0;3;9;2019;719000;Gdańsk Brzeźno; Gen. Józefa Hallera
Kawalerka z potencjałem na 2 pok., PRZYMORZE;30.0;1;1;1970;300000;Gdańsk Przymorze; Obrońców Wybrzeża
Mieszkanie - Gdańsk Oliwa;66.0;3;1;NaN;1469000;Gdańsk Oliwa; Opacka
Niepowtarzalna oferta 2 kawalerki w cenie mieszkania!;36.0;1;0;1920;595000;Gdańsk Wrzeszcz;
Niepowtarzalna oferta 2 kawalerki w cenie mieszkania!;36.0;1;0;1920;595000;Gdańsk Wrzeszcz;
Piękne i słoneczne dwustronne mieszkanie we Wrzeszczu !!;62.84;3;2;1965;549000;Gdańsk Wrzeszcz; Partyzantów 101
Morenowe Wzgórze 2-pokojowe mieszkanie z balkonem;47.0;2;2;2009;449990;Gdańsk Morena; Morenowe Wzgórze
Mieszkanie - Gdańsk Śródmieście;61.0;2;6;2016;850000;Gdańsk Śródmieście; Toruńska
Mieszkanie - Gdańsk Chełm;75.0;4;1;1989;459000;Gdańsk Chełm; Cieszyńskiego Władysława
Mieszkanie 75m2, hokejowa;75.0;4;3;2013;489000;Gdańsk Orunia Górna; Hokejowa
Klimatyczne 3 pokoje idealne dla rodziny 2010 rok;63.0;3;0;2010;589000;Gdańsk Jasień; Myśliwskie Wzgórze
2 niezależne pok. na Przymorzu;45.0;2;3;1972;390000;Gdańsk Przymorze; Chłopska
Mieszkanie 3-pokojowe dla siebie lub inwestycje !;56.26;3;4;1960;459900;Gdańsk Wrzeszcz; Grunwaldzka
Przytulne, jasne, 2-pok. na Żabiance;41.07;2;4;NaN;425000;Gdańsk Żabianka; Jakuba Wejhera
Przestronne 3 pokoje / garaż / komórka / winda!;65.7;3;1;2010;559000;Gdańsk Morena; Myśliwskie Wzgórze
Mieszkanie w bajkowej okolicy Gdańsk Oliwa;42.0;2;3;1956;399000;Gdańsk Oliwa; Alfa Liczmańskiego
3 pokojowe mieszkanie - Przymorze;58.0;3;0;1956;495000;Gdańsk Przymorze; Piastowska
Mieszkanie Gdańsk Chełm Reformacka 63 m2;63.0;3;3;NaN;529000;Gdańsk Chełm; Reformacka
Mieszkanie - Gdańsk Śródmieście;41.5;2;0;2019;649000;Gdańsk Długie Ogrody; Św. Barbary
Dwa niezależne pokoje w Centrum Wrzeszcza;51.47;2;4;1980;455000;Gdańsk Wrzeszcz; Grunwaldzka
2 poziomy, pięknie wykończone, nie wymaga wkładu!;86.22;6;3;2011;579999;Gdańsk Zaspa;
Sprzedam lub wynajmę mieszkanie;33.8;2;3;1970;335000;Gdańsk Oliwa; Wita Stwosza
Mieszkanie idealne dla rodziny;54.08;3;3;2007;390000;Gdańsk Zakoniczyn; Kazimierza Porębskiego
Mieszkanie - Gdańsk Przymorze;38.0;2;3;NaN;379000;Gdańsk Przymorze; Obrońców Wybrzeża
Gdańsk Chełm Łańcucka;43.44;2;0;2012;439000;Gdańsk Ujeścisko; Łańcucka
Gdańsk Śródmieście Panieńska;31.080;1;0;2018;549000;Gdańsk Śródmieście; Panieńska
Nowa oferta. Hit cenowy. Gdańsk - Suchanino.;56.0;3;5;1972;499000;Gdańsk Suchanino; Ignacego Paderewskiego
Nowa oferta. Hit cenowy. Gdańsk - Suchanino.;56.0;3;10;1972;449000;Gdańsk Suchanino; Ignacego Paderewskiego
4 pokoje inwestycyjne z niesamowitym widokiem;48.0;4;7;1980;359000;Gdańsk Suchanino; Zygmunta Noskowskiego
3 pokojowe mieszkanie pod Ergo Areną!;52.6;3;0;NaN;485000;Gdańsk Żabianka; Szyprów
Wyjątkowe 140 m2 z ogródkiem, 500 m od plaży!;139.0;5;0;NaN;2799000;Gdańsk Brzeźno; Nadmorski Dwór
STOGI/ 2 km DO PLAŻY/ DWA POKOJE;37.0;2;4;1971;289000;Gdańsk Stogi; Pawia
Nowe mieszkanie na przymorzu czeka na Ciebie!;46.61;2;4;2020;555000;Gdańsk Przymorze; Krynicka
2 pokoje blisko SKM na Przymorzu;37.0;2;0;1978;349000;Gdańsk Przymorze; Kołobrzeska
3 pokojowe. Blisko Starówki. Chętnie zamiana na mn;52.0;3;6;1975;485000;Gdańsk Biskupia Górka; Spadzista
Duże mieszkane blisko lini tramwajowe;61.6;3;2;1890;414000;Gdańsk Nowy Port; Władysława Iv
Na sprzedaż mieszkanie 1/2 pokoje w Gdańsku;34.6;1;1;1950;287000;Gdańsk Siedlce; Kartuska
Mieszkanie blisko centrum;52.29;2;0;1930;420000;Gdańsk Siedlce; Zakopiańska 11
Duże 3 pokojowe mieszkanie z ogródkiem Super Zaspa;62.0;3;0;1980;499000;Gdańsk Zaspa; Żwirki I Wigury
Apartament w Centrum - 3 min od Starego Miasta!;50.29;3;2;1956;599000;Gdańsk Śródmieście; Łagiewniki
Morena / 3 pokoje;63.0;3;4;1975;478000;Gdańsk Morena; Orańska
Apartamenty przy brzegu Motławy;25.39;1;3;2020;388060;Gdańsk Stare Przedmieście; Toruńska
Wygodne, przestronne mieszkanie, kameralne osiedle;137.4;5;1;2004;789000;Gdańsk Łostowice; Knyszyńska
Mieszkanie - Gdańsk Chełm;101.85;4;3;2020;544900;Gdańsk Chełm; Pastelowa
Doskonała lokalizacja;105.57;3;3;2020;549900;Gdańsk Chełm; Pastelowa
Dwupokojowe mieszkanie w centrum Gdańska;40.6;2;5;1980;420000;Gdańsk Śródmieście; Długie Ogrody 24
4 pokoje, balkon, m-ce w hali, widok na panoramę;75.52;4;3;2004;689000;Gdańsk Chełm; Stanisława Hebanowskiego
Morena 2 pokoje w dobrej lokalizacji;49.6;2;1;1980;418000;Gdańsk Morena; Warneńska 14c
2 pokojowe ze słonecznym balkonem na Chełmie;55.82;2;1;2004;545000;Gdańsk Chełm; Nieborowska
Super Okazja!!! 2 pokoje 1 Piętro do morza ok 900m;45.0;2;1;1980;387000;Gdańsk Przymorze;
Ujeścisko 3pokoje z miejscem w hali garażowej Gratis;62.5;3;1;2012;545000;Gdańsk Ujeścisko; Piotrkowska
Gdańsk Stogi-2-pok ul:Hoża;35.0;2;4;1970;287000;Gdańsk Stogi; Hoża
Nowoczesne mieszkanie gotowe do zamieszkania!;51.83;3;2;2015;449000;Gdańsk Łostowice; Andrzeja Grubby
Mieszkanie idealne pod inwestycję Gdańsk Wrzeszcz;39.1;1;1;1958;397000;Gdańsk Wrzeszcz; Grunwaldzka
4 POKOJE/ MORENA/ BALKON/ NOWE BUDOWNICTWO;77.3;4;1;2012;740000;Gdańsk Jasień; Myśliwskie Wzgórze
KAWALERKA PRZYMORZE, OKAZJA, 15 min DO PLAŻY;27.0;1;4;NaN;308000;Gdańsk Przymorze;
Gdańsk Zaspa Jana Pawła Ii;76.37;4;3;2014;955000;Gdańsk Zaspa; Jana Pawła Ii
Mieszkanie kawalerka Gdańsk Wrzeszcz, Deotymy 30m2;30.65;1;0;1920;299000;Gdańsk Wrzeszcz; Deotymy
Mieszkanie - Gdańsk Stogi;43.0;2;4;1965;320000;Gdańsk Stogi; Hoża
Mieszkanie dla rodziny w spokojnej części Moreny;79.9;4;2;2017;715000;Gdańsk Jasień; Myśliwskie Wzgórze
Słoneczna kawalerka - Przymorze;27.0;1;3;1970;320000;Gdańsk Przymorze; Prezydenta Lecha Kaczyńskiego
Słoneczna kawalerka - Przymorze;27.0;1;4;1970;320000;Gdańsk Przymorze; Jagiellońska
Piękne jasne mieszkanie Gdańsk ul. Emilii Hoene;65.32;3;4;1993;499000;Gdańsk Orunia Górna; Emilii Hoene
3 POKOJE/SUCHANINO/DO WPROWADZENIA/OKAZJA;53.0;3;3;NaN;423000;Gdańsk Suchanino; Powstańców Warszawskich
2 pok na Strzyża;41.0;2;4;1981;379000;Gdańsk Oliwa; Antoniego Abrahama
Komfortowe nowoczesne 2 pokoje WAŁOWA Śródnieście;63.0;2;15;2019;999000;Gdańsk Śródmieście; Wałowa
2 pok. 46m2, Kartuska druga linia zabudowy, 0;46.37;2;0;1950;360000;Gdańsk Siedlce; Kartuska
Mieszkanie na malowniczym osiedlu - Ujeścisko;30.050;2;2;2020;319000;Gdańsk Ujeścisko; Dąbrówki
Mieszkanie - Gdańsk , 495 000 zł;48.2;1;0;NaN;495000;Gdańsk Zaspa; Kombatantów
3 pokoje na przymorzu w Falowcu;47.0;3;8;1980;429000;Gdańsk Przymorze; Obrońców Wybrzeża
PRZYMORZE,3 pok. OKAZJA, BLISKO PLAŻY-INWESTYCJA;58.0;3;0;1956;495000;Gdańsk Oliwa;
Idealne na Wynajem 3 pokojowe mieszkanie na Zaspie;64.0;3;4;1979;539000;Gdańsk Zaspa; Dywizjonu 303
125-metrowy Apartament z 60-metrowym tarasem;125.0;4;8;2017;3200000;Gdańsk Wrzeszcz; Mariana Hemara
Mieszkanie 3-pokojowe do remontu-centrum Wrzeszcza;55.0;3;2;1919;399000;Gdańsk Wrzeszcz; Stanisława Wyspiańskiego
Mieszkanie dwupokojowe na Letnicy;36.18;2;7;2021;379900;Gdańsk Letnica; Starowiejska
Kawalerka 2 pokojowa na Nowej Letnicy- Gdańsk.;29.77;2;6;2019;320000;Gdańsk Letnica; Starowiejska
400 m od Wyspy Spichrzów !;66.0;3;1;1935;489000;Gdańsk Długie Ogrody; Długie Ogrody
Kawalerka 2 pokojowa na Nowej Letnicy - Gdańsk.;29.77;2;5;2019;330000;Gdańsk Letnica; Starowiejska
